"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Chelsea","Sporting",5,2,"Chelsea",1902.8013916,1788.60021973,1,"Knockout","",10
"Atletico","Milan",4,1,"Atletico",1855.34960938,1786.90795898,1,"Knockout","",10
"Leverkusen","Genk",4,1,"Leverkusen",1848.78601074,1634.98864746,1,"Knockout","",10
"Atalanta","Galatasaray",4,3,"Atalanta",1842.22375488,1701.14611816,1,"Knockout","",10
"Napoli","Brugge",4,1,"Napoli",1838.37182617,1747.07775879,1,"Knockout","",10
"Roma","Feyenoord",2,3,"Feyenoord",1819.65991211,1738.36352539,1,"Knockout","",10
"Dortmund","Frankfurt",5,2,"Dortmund",1818.35009766,1745.75793457,1,"Knockout","",10
"PSV","CFR Cluj",4,1,"PSV",1797.03527832,1478.15344238,1,"Knockout","",10
"Benfica","Lille",3,2,"Benfica",1791.48046875,1782.04833984,1,"Knockout","",10
"Arsenal","Atalanta",5,6,"Atalanta",1993.3404541,1842.22375488,2,"Knockout","",10
"Benfica","Feyenoord",4,5,"Feyenoord",1791.48046875,1738.36352539,2,"Knockout","",10
"Atletico","Barcelona",1,3,"Barcelona",1855.34960938,1945.43041992,2,"Knockout","",10
"Liverpool","Napoli",2,3,"Napoli",1993.41796875,1838.37182617,2,"Knockout","",10
"Villarreal","Chelsea",2,9,"Chelsea",1785.54626465,1902.8013916,2,"Knockout","",10
"Bayern","PSV",4,1,"Bayern",1918.99780273,1797.03527832,2,"Knockout","",10
"Leverkusen","Slavia Praha",2,3,"Slavia Praha",1848.78601074,1694.71618652,2,"Knockout","",10
"Real Madrid","Dortmund",2,5,"Dortmund",1936.12731934,1818.35009766,2,"Knockout","",10
"Barcelona","Slavia Praha",3,1,"Barcelona",1945.43041992,1694.71618652,3,"Knockout","",10
"Feyenoord","Chelsea",3.2,3,"Feyenoord",1738.36352539,1902.8013916,3,"Knockout","Penalty",10
"Atalanta","Napoli",4,1,"Atalanta",1842.22375488,1838.37182617,3,"Knockout","",10
"Dortmund","Bayern",6,4,"Dortmund",1818.35009766,1918.99780273,3,"Knockout","",10
"Barcelona","Feyenoord",3,1,"Barcelona",1945.43041992,1738.36352539,4,"Knockout","",10
"Atalanta","Dortmund",2,8,"Dortmund",1842.22375488,1818.35009766,4,"Knockout","",10
"Barcelona","Dortmund",3,2,"Barcelona",1945.43041992,1818.35009766,5,"Knockout","",10
"Liverpool","Brugge",4,4.2,"Brugge",1993.41796875,1747.07775879,1,"Knockout","Penalty",11
"Arsenal","Villarreal",3.2,3,"Arsenal",1993.3404541,1785.54626465,1,"Knockout","Penalty",11
"Paris SG","Razgrad",3,0,"Paris SG",1974.93762207,1472.64929199,1,"Knockout","",11
"Barcelona","Monaco",2,1,"Barcelona",1945.43041992,1762.12561035,1,"Knockout","",11
"Real Madrid","M Tel Aviv",5,1,"Real Madrid",1936.12731934,1552.51538086,1,"Knockout","",11
"Inter","Midtjylland",4,0,"Inter",1933.2421875,1595.68408203,1,"Knockout","",11
"Bayern","Hajduk",5,0,"Bayern",1918.99780273,1435.51623535,1,"Knockout","",11
"Chelsea","Benfica",3,4,"Benfica",1902.8013916,1791.48046875,1,"Knockout","",11
"Newcastle","Genk",3,0,"Newcastle",1868.55273438,1634.98864746,1,"Knockout","",11
"Atletico","Feyenoord",3,7,"Feyenoord",1855.34960938,1738.36352539,1,"Knockout","",11
"Leverkusen","Slavia Praha",5,4,"Leverkusen",1848.78601074,1694.71618652,1,"Knockout","",11
"Atalanta","Rakow",7,0,"Atalanta",1842.22375488,1536.67834473,1,"Knockout","",11
"Napoli","Olympiakos",3.2,3,"Napoli",1838.37182617,1670.36560059,1,"Knockout","Penalty",11
"Roma","Lille",5,1,"Roma",1819.65991211,1782.04833984,1,"Knockout","",11
"Dortmund","Sporting",3.2,3,"Dortmund",1818.35009766,1788.60021973,1,"Knockout","Penalty",11
"PSV","Frankfurt",3.2,3,"PSV",1797.03527832,1745.75793457,1,"Knockout","Penalty",11
"Benfica","Paris SG",4,3,"Benfica",1791.48046875,1974.93762207,2,"Knockout","",11
"Brugge","Bayern",0,1,"Bayern",1747.07775879,1918.99780273,2,"Knockout","",11
"Real Madrid","Inter",1,3,"Inter",1936.12731934,1933.2421875,2,"Knockout","",11
"Newcastle","Feyenoord",6,3,"Newcastle",1868.55273438,1738.36352539,2,"Knockout","",11
"PSV","Leverkusen",3,4,"Leverkusen",1797.03527832,1848.78601074,2,"Knockout","",11
"Roma","Napoli",0,3,"Napoli",1819.65991211,1838.37182617,2,"Knockout","",11
"Atalanta","Barcelona",5,4,"Atalanta",1842.22375488,1945.43041992,2,"Knockout","",11
"Dortmund","Arsenal",4,6,"Arsenal",1818.35009766,1993.3404541,2,"Knockout","",11
"Atalanta","Arsenal",3,8,"Arsenal",1842.22375488,1993.3404541,3,"Knockout","",11
"Leverkusen","Bayern",2,4,"Bayern",1848.78601074,1918.99780273,3,"Knockout","",11
"Inter","Benfica",6,4,"Inter",1933.2421875,1791.48046875,3,"Knockout","",11
"Napoli","Newcastle",0,7,"Newcastle",1838.37182617,1868.55273438,3,"Knockout","",11
"Arsenal","Inter",3,2,"Arsenal",1993.3404541,1933.2421875,4,"Knockout","",11
"Bayern","Newcastle",7,1,"Bayern",1918.99780273,1868.55273438,4,"Knockout","",11
"Bayern","Arsenal",2,3,"Arsenal",1918.99780273,1993.3404541,5,"Knockout","",11
"Liverpool","CSKA Moskva",7,1,"Liverpool",1993.41796875,1586.48449707,1,"Knockout","",12
"Arsenal","Sporting",7,3,"Arsenal",1993.3404541,1788.60021973,1,"Knockout","",12
"Paris SG","Feyenoord",4,0,"Paris SG",1974.93762207,1738.36352539,1,"Knockout","",12
"Man City","Stuttgart",3,1,"Man City",1959.94421387,1719.31469727,1,"Knockout","",12
"Barcelona","Lok Zagreb",7,1,"Barcelona",1945.43041992,1339.54748535,1,"Knockout","",12
"Real Madrid","Levski",5,0,"Real Madrid",1936.12731934,1397.12976074,1,"Knockout","",12
"Inter","Crvena Zvezda",3,2,"Inter",1933.2421875,1580.66638184,1,"Knockout","",12
"Bayern","Benfica",8,3,"Bayern",1918.99780273,1791.48046875,1,"Knockout","",12
"Aston Villa","Legia",4,5,"Legia",1872.83935547,1490.91125488,1,"Knockout","",12
"Atletico","Monaco",2,3,"Monaco",1855.34960938,1762.12561035,1,"Knockout","",12
"Leverkusen","M Tel Aviv",1,3,"M Tel Aviv",1848.78601074,1552.51538086,1,"Knockout","",12
"Atalanta","St Gillis",5,7,"St Gillis",1842.22375488,1730.55700684,1,"Knockout","",12
"Napoli","Brugge",3.2,3,"Napoli",1838.37182617,1747.07775879,1,"Knockout","Penalty",12
"Roma","Villarreal",2,5,"Villarreal",1819.65991211,1785.54626465,1,"Knockout","",12
"Dortmund","Lyon",3,2,"Dortmund",1818.35009766,1744.62866211,1,"Knockout","",12
"PSV","Bodoe Glimt",2,1,"PSV",1797.03527832,1616.89807129,1,"Knockout","",12
"Liverpool","PSV",3,5,"PSV",1993.41796875,1797.03527832,2,"Knockout","",12
"Legia","Dortmund",0,4,"Dortmund",1490.91125488,1818.35009766,2,"Knockout","",12
"Bayern","M Tel Aviv",5,4,"Bayern",1918.99780273,1552.51538086,2,"Knockout","",12
"Monaco","Inter",5,3,"Monaco",1762.12561035,1933.2421875,2,"Knockout","",12
"Arsenal","Barcelona",3,2,"Arsenal",1993.3404541,1945.43041992,2,"Knockout","",12
"St Gillis","Paris SG",6,2,"St Gillis",1730.55700684,1974.93762207,2,"Knockout","",12
"Villarreal","Napoli",3,2,"Villarreal",1785.54626465,1838.37182617,2,"Knockout","",12
"Real Madrid","Man City",5,2,"Real Madrid",1936.12731934,1959.94421387,2,"Knockout","",12
"St Gillis","Dortmund",7,3,"St Gillis",1730.55700684,1818.35009766,3,"Knockout","",12
"Bayern","Arsenal",4,5,"Arsenal",1918.99780273,1993.3404541,3,"Knockout","",12
"Monaco","Villarreal",3,4,"Villarreal",1762.12561035,1785.54626465,3,"Knockout","",12
"PSV","Real Madrid",1,4,"Real Madrid",1797.03527832,1936.12731934,3,"Knockout","",12
"Villarreal","St Gillis",4,2,"Villarreal",1785.54626465,1730.55700684,4,"Knockout","",12
"Real Madrid","Arsenal",3,4,"Arsenal",1936.12731934,1993.3404541,4,"Knockout","",12
"Arsenal","Villarreal",3,0,"Arsenal",1993.3404541,1785.54626465,5,"Knockout","",12
"Liverpool","Brugge",2,3,"Brugge",1993.41796875,1747.07775879,1,"Knockout","",13
"Arsenal","Levski",6,2,"Arsenal",1993.3404541,1397.12976074,1,"Knockout","",13
"Paris SG","Bilbao",2,2.2,"Bilbao",1974.93762207,1789.30895996,1,"Knockout","Penalty",13
"Man City","Sporting",4,2,"Man City",1959.94421387,1788.60021973,1,"Knockout","",13
"Barcelona","Ferencvaros",5,0,"Barcelona",1945.43041992,1499.69836426,1,"Knockout","",13
"Real Madrid","Benfica",4,1,"Real Madrid",1936.12731934,1791.48046875,1,"Knockout","",13
"Inter","Celtic",2.2,2,"Inter",1933.2421875,1662.38671875,1,"Knockout","Penalty",13
"Bayern","Crvena Zvezda",5,1,"Bayern",1918.99780273,1580.66638184,1,"Knockout","",13
"Newcastle","Monaco",5,5.2,"Monaco",1868.55273438,1762.12561035,1,"Knockout","Penalty",13
"Atletico","Nice",5,3,"Atletico",1855.34960938,1720.62438965,1,"Knockout","",13
"Leverkusen","Young Boys",4,0,"Leverkusen",1848.78601074,1498.67150879,1,"Knockout","",13
"Atalanta","Stuttgart",6,2,"Atalanta",1842.22375488,1719.31469727,1,"Knockout","",13
"Napoli","Ajax",0,3,"Ajax",1838.37182617,1663.94873047,1,"Knockout","",13
"Dortmund","Omonia",5,1,"Dortmund",1818.35009766,1421.9876709,1,"Knockout","",13
"Juventus","St Gillis",2,5,"St Gillis",1805.84667969,1730.55700684,1,"Knockout","",13
"PSV","M Tel Aviv",4,2,"PSV",1797.03527832,1552.51538086,1,"Knockout","",13
"Atalanta","Leverkusen",1,1.2,"Leverkusen",1842.22375488,1848.78601074,2,"Knockout","Penalty",13
"Bayern","Brugge",4,5,"Brugge",1918.99780273,1747.07775879,2,"Knockout","",13
"Barcelona","Arsenal",4,5,"Arsenal",1945.43041992,1993.3404541,2,"Knockout","",13
"PSV","St Gillis",1,2,"St Gillis",1797.03527832,1730.55700684,2,"Knockout","",13
"Dortmund","Ajax",3,4,"Ajax",1818.35009766,1663.94873047,2,"Knockout","",13
"Atletico","Bilbao",5,3,"Atletico",1855.34960938,1789.30895996,2,"Knockout","",13
"Inter","Real Madrid",2,0,"Inter",1933.2421875,1936.12731934,2,"Knockout","",13
"Monaco","Man City",5,7,"Man City",1762.12561035,1959.94421387,2,"Knockout","",13
"St Gillis","Ajax",6,1,"St Gillis",1730.55700684,1663.94873047,3,"Knockout","",13
"Man City","Inter",1,3,"Inter",1959.94421387,1933.2421875,3,"Knockout","",13
"Arsenal","Brugge",2,0,"Arsenal",1993.3404541,1747.07775879,3,"Knockout","",13
"Leverkusen","Atletico",3,1,"Leverkusen",1848.78601074,1855.34960938,3,"Knockout","",13
"Arsenal","Inter",3,1,"Arsenal",1993.3404541,1933.2421875,4,"Knockout","",13
"St Gillis","Leverkusen",5,3,"St Gillis",1730.55700684,1848.78601074,4,"Knockout","",13
"St Gillis","Arsenal",6,1,"St Gillis",1730.55700684,1993.3404541,5,"Knockout","",13
"Liverpool","Brest",4,1,"Liverpool",1993.41796875,1679.1048584,1,"Knockout","",14
"Arsenal","Galatasaray",6,4,"Arsenal",1993.3404541,1701.14611816,1,"Knockout","",14
"Paris SG","Steaua",6,0,"Paris SG",1974.93762207,1555.09423828,1,"Knockout","",14
"Man City","Nordsjaelland",6,3,"Man City",1959.94421387,1515.36816406,1,"Knockout","",14
"Barcelona","Genk",5,3,"Barcelona",1945.43041992,1634.98864746,1,"Knockout","",14
"Real Madrid","Dinamo Zagreb",6,0,"Real Madrid",1936.12731934,1527.02502441,1,"Knockout","",14
"Inter","St Gillis",5,0,"Inter",1933.2421875,1730.55700684,1,"Knockout","",14
"Bayern","Ajax",5,5.2,"Ajax",1918.99780273,1663.94873047,1,"Knockout","Penalty",14
"Newcastle","Milan",4.2,4,"Newcastle",1868.55273438,1786.90795898,1,"Knockout","Penalty",14
"Atletico","Stuttgart",2,1,"Atletico",1855.34960938,1719.31469727,1,"Knockout","",14
"Leverkusen","Sporting",1,1.2,"Sporting",1848.78601074,1788.60021973,1,"Knockout","Penalty",14
"Napoli","Lille",2,5,"Lille",1838.37182617,1782.04833984,1,"Knockout","",14
"Dortmund","Bilbao",5,3,"Dortmund",1818.35009766,1789.30895996,1,"Knockout","",14
"Juventus","Karabakh Agdam",4,3,"Juventus",1805.84667969,1500.27087402,1,"Knockout","",14
"PSV","Rakow",5,2,"PSV",1797.03527832,1536.67834473,1,"Knockout","",14
"Benfica","Crvena Zvezda",4,1,"Benfica",1791.48046875,1580.66638184,1,"Knockout","",14
"Paris SG","Lille",4.2,4,"Paris SG",1974.93762207,1782.04833984,2,"Knockout","Penalty",14
"Atletico","Barcelona",1,2,"Barcelona",1855.34960938,1945.43041992,2,"Knockout","",14
"Real Madrid","Newcastle",1,2,"Newcastle",1936.12731934,1868.55273438,2,"Knockout","",14
"Sporting","Liverpool",3,2,"Sporting",1788.60021973,1993.41796875,2,"Knockout","",14
"Benfica","Man City",3,6,"Man City",1791.48046875,1959.94421387,2,"Knockout","",14
"Juventus","Ajax",4,1,"Juventus",1805.84667969,1663.94873047,2,"Knockout","",14
"PSV","Inter",3,1,"PSV",1797.03527832,1933.2421875,2,"Knockout","",14
"Dortmund","Arsenal",3,1,"Dortmund",1818.35009766,1993.3404541,2,"Knockout","",14
"Paris SG","PSV",2,3,"PSV",1974.93762207,1797.03527832,3,"Knockout","",14
"Sporting","Man City",1,7,"Man City",1788.60021973,1959.94421387,3,"Knockout","",14
"Barcelona","Newcastle",6,5,"Barcelona",1945.43041992,1868.55273438,3,"Knockout","",14
"Dortmund","Juventus",2,4,"Juventus",1818.35009766,1805.84667969,3,"Knockout","",14
"PSV","Man City",2,5,"Man City",1797.03527832,1959.94421387,4,"Knockout","",14
"Barcelona","Juventus",5.2,5,"Barcelona",1945.43041992,1805.84667969,4,"Knockout","Penalty",14
"Man City","Barcelona",3.2,3,"Man City",1959.94421387,1945.43041992,5,"Knockout","Penalty",14
"Liverpool","Bilbao",3,1,"Liverpool",1993.41796875,1789.30895996,1,"Knockout","",15
"Arsenal","Feyenoord",4.2,4,"Arsenal",1993.3404541,1738.36352539,1,"Knockout","Penalty",15
"Paris SG","Dinamo Zagreb",4,0,"Paris SG",1974.93762207,1527.02502441,1,"Knockout","",15
"Man City","Brugge",3,0,"Man City",1959.94421387,1747.07775879,1,"Knockout","",15
"Barcelona","St Gillis",5,3,"Barcelona",1945.43041992,1730.55700684,1,"Knockout","",15
"Real Madrid","Brest",4,3,"Real Madrid",1936.12731934,1679.1048584,1,"Knockout","",15
"Inter","Lyon",3.2,3,"Inter",1933.2421875,1744.62866211,1,"Knockout","Penalty",15
"Bayern","M Tel Aviv",4.2,4,"Bayern",1918.99780273,1552.51538086,1,"Knockout","Penalty",15
"Chelsea","Sporting",2,7,"Sporting",1902.8013916,1788.60021973,1,"Knockout","",15
"Leverkusen","Dynamo Moskva",0,2,"Dynamo Moskva",1848.78601074,1559.70556641,1,"Knockout","",15
"Atalanta","Puskas Akademia",5,0,"Atalanta",1842.22375488,1423.1427002,1,"Knockout","",15
"Roma","Crvena Zvezda",5,2,"Roma",1819.65991211,1580.66638184,1,"Knockout","",15
"Dortmund","Stuttgart",2,6,"Stuttgart",1818.35009766,1719.31469727,1,"Knockout","",15
"Juventus","Paphos",5,1,"Juventus",1805.84667969,1445.92211914,1,"Knockout","",15
"PSV","Slavia Praha",5,3,"PSV",1797.03527832,1694.71618652,1,"Knockout","",15
"Benfica","Villarreal",2,5,"Villarreal",1791.48046875,1785.54626465,1,"Knockout","",15
"Juventus","Arsenal",3,4,"Arsenal",1805.84667969,1993.3404541,2,"Knockout","",15
"Real Madrid","Paris SG",2,3,"Paris SG",1936.12731934,1974.93762207,2,"Knockout","",15
"Liverpool","Bayern",6,2,"Liverpool",1993.41796875,1918.99780273,2,"Knockout","",15
"PSV","Inter",4,2,"PSV",1797.03527832,1933.2421875,2,"Knockout","",15
"Roma","Stuttgart",3,1,"Roma",1819.65991211,1719.31469727,2,"Knockout","",15
"Man City","Atalanta",1,3,"Atalanta",1959.94421387,1842.22375488,2,"Knockout","",15
"Barcelona","Sporting",4,0,"Barcelona",1945.43041992,1788.60021973,2,"Knockout","",15
"Villarreal","Dynamo Moskva",6,4,"Villarreal",1785.54626465,1559.70556641,2,"Knockout","",15
"Barcelona","Villarreal",4,2,"Barcelona",1945.43041992,1785.54626465,3,"Knockout","",15
"Paris SG","Roma",1.2,1,"Paris SG",1974.93762207,1819.65991211,3,"Knockout","Penalty",15
"PSV","Atalanta",6,5,"PSV",1797.03527832,1842.22375488,3,"Knockout","",15
"Arsenal","Liverpool",3,1,"Arsenal",1993.3404541,1993.41796875,3,"Knockout","",15
"PSV","Paris SG",5.2,5,"PSV",1797.03527832,1974.93762207,4,"Knockout","Penalty",15
"Barcelona","Arsenal",4,3,"Barcelona",1945.43041992,1993.3404541,4,"Knockout","",15
"PSV","Barcelona",1,5,"Barcelona",1797.03527832,1945.43041992,5,"Knockout","",15
"Liverpool","Larnaca",7,1,"Liverpool",1993.41796875,1423.25964355,1,"Knockout","",16
"Arsenal","Strasbourg",6,2,"Arsenal",1993.3404541,1707.00744629,1,"Knockout","",16
"Paris SG","Milan",5,0,"Paris SG",1974.93762207,1786.90795898,1,"Knockout","",16
"Man City","St Gillis",4,1,"Man City",1959.94421387,1730.55700684,1,"Knockout","",16
"Barcelona","Brugge",4,2,"Barcelona",1945.43041992,1747.07775879,1,"Knockout","",16
"Real Madrid","Feyenoord",4,2,"Real Madrid",1936.12731934,1738.36352539,1,"Knockout","",16
"Inter","M Tel Aviv",4,0,"Inter",1933.2421875,1552.51538086,1,"Knockout","",16
"Bayern","Razgrad",6,0,"Bayern",1918.99780273,1472.64929199,1,"Knockout","",16
"Aston Villa","Mainz",4,5,"Mainz",1872.83935547,1706.18273926,1,"Knockout","",16
"Atletico","Freiburg",4,3,"Atletico",1855.34960938,1684.3404541,1,"Knockout","",16
"Leverkusen","Fenerbahce",5,1,"Leverkusen",1848.78601074,1673.91918945,1,"Knockout","",16
"Atalanta","Crvena Zvezda",2,1,"Atalanta",1842.22375488,1580.66638184,1,"Knockout","",16
"Roma","Sporting",6,4,"Roma",1819.65991211,1788.60021973,1,"Knockout","",16
"PSV","Celje",8,1,"PSV",1797.03527832,1379.47290039,1,"Knockout","",16
"Benfica","Rijeka",6,2,"Benfica",1791.48046875,1442.31982422,1,"Knockout","",16
"Bilbao","Lille",2,4,"Lille",1789.30895996,1782.04833984,1,"Knockout","",16
"Real Madrid","Paris SG",1,5,"Paris SG",1936.12731934,1974.93762207,2,"Knockout","",16
"Leverkusen","Arsenal",2,5,"Arsenal",1848.78601074,1993.3404541,2,"Knockout","",16
"PSV","Lille",3,1,"PSV",1797.03527832,1782.04833984,2,"Knockout","",16
"Roma","Benfica",0,1,"Benfica",1819.65991211,1791.48046875,2,"Knockout","",16
"Mainz","Inter",3,3.2,"Inter",1706.18273926,1933.2421875,2,"Knockout","Penalty",16
"Atletico","Bayern",5,3,"Atletico",1855.34960938,1918.99780273,2,"Knockout","",16
"Atalanta","Liverpool",1.2,1,"Atalanta",1842.22375488,1993.41796875,2,"Knockout","Penalty",16
"Man City","Barcelona",3,1,"Man City",1959.94421387,1945.43041992,2,"Knockout","",16
"Paris SG","Atletico",4,3,"Paris SG",1974.93762207,1855.34960938,3,"Knockout","",16
"Inter","Benfica",2,3,"Benfica",1933.2421875,1791.48046875,3,"Knockout","",16
"PSV","Atalanta",5,4,"PSV",1797.03527832,1842.22375488,3,"Knockout","",16
"Man City","Arsenal",4,2,"Man City",1959.94421387,1993.3404541,3,"Knockout","",16
"Man City","PSV",5,2,"Man City",1959.94421387,1797.03527832,4,"Knockout","",16
"Benfica","Paris SG",3.2,3,"Benfica",1791.48046875,1974.93762207,4,"Knockout","Penalty",16
"Benfica","Man City",3,4,"Man City",1791.48046875,1959.94421387,5,"Knockout","",16
"Liverpool","Feyenoord",5,1,"Liverpool",1993.41796875,1738.36352539,1,"Knockout","",17
"Arsenal","Olympiakos",4,0,"Arsenal",1993.3404541,1670.36560059,1,"Knockout","",17
"Paris SG","Maribor",6,0,"Paris SG",1974.93762207,1380.29211426,1,"Knockout","",17
"Man City","Marseille",5,3,"Man City",1959.94421387,1756.52758789,1,"Knockout","",17
"Barcelona","Celta",6,0,"Barcelona",1945.43041992,1689.27087402,1,"Knockout","",17
"Real Madrid","Galatasaray",3,3.2,"Galatasaray",1936.12731934,1701.14611816,1,"Knockout","Penalty",17
"Inter","Milan",1.2,1,"Inter",1933.2421875,1786.90795898,1,"Knockout","Penalty",17
"Bayern","Bodoe Glimt",5,1,"Bayern",1918.99780273,1616.89807129,1,"Knockout","",17
"Chelsea","Brugge",5,1,"Chelsea",1902.8013916,1747.07775879,1,"Knockout","",17
"Leverkusen","Karabakh Agdam",7,0,"Leverkusen",1848.78601074,1500.27087402,1,"Knockout","",17
"Atalanta","St Gillis",2,1,"Atalanta",1842.22375488,1730.55700684,1,"Knockout","",17
"Roma","Strasbourg",5,2,"Roma",1819.65991211,1707.00744629,1,"Knockout","",17
"Dortmund","Crvena Zvezda",4,2,"Dortmund",1818.35009766,1580.66638184,1,"Knockout","",17
"PSV","Celtic",2,6,"Celtic",1797.03527832,1662.38671875,1,"Knockout","",17
"Benfica","Stuttgart",5,1,"Benfica",1791.48046875,1719.31469727,1,"Knockout","",17
"Sporting","Villarreal",3,1,"Sporting",1788.60021973,1785.54626465,1,"Knockout","",17
"Arsenal","Celtic",1,2,"Celtic",1993.3404541,1662.38671875,2,"Knockout","",17
"Galatasaray","Liverpool",0,3,"Liverpool",1701.14611816,1993.41796875,2,"Knockout","",17
"Man City","Sporting",3,2,"Man City",1959.94421387,1788.60021973,2,"Knockout","",17
"Benfica","Atalanta",4,5,"Atalanta",1791.48046875,1842.22375488,2,"Knockout","",17
"Bayern","Barcelona",1,3,"Barcelona",1918.99780273,1945.43041992,2,"Knockout","",17
"Paris SG","Dortmund",3,2,"Paris SG",1974.93762207,1818.35009766,2,"Knockout","",17
"Inter","Leverkusen",7,1,"Inter",1933.2421875,1848.78601074,2,"Knockout","",17
"Roma","Chelsea",3,6,"Chelsea",1819.65991211,1902.8013916,2,"Knockout","",17
"Paris SG","Chelsea",3,6,"Chelsea",1974.93762207,1902.8013916,3,"Knockout","",17
"Barcelona","Liverpool",6,3,"Barcelona",1945.43041992,1993.41796875,3,"Knockout","",17
"Man City","Inter",5,4,"Man City",1959.94421387,1933.2421875,3,"Knockout","",17
"Atalanta","Celtic",4,1,"Atalanta",1842.22375488,1662.38671875,3,"Knockout","",17
"Barcelona","Atalanta",2,5,"Atalanta",1945.43041992,1842.22375488,4,"Knockout","",17
"Man City","Chelsea",5,3,"Man City",1959.94421387,1902.8013916,4,"Knockout","",17
"Atalanta","Man City",5,3,"Atalanta",1842.22375488,1959.94421387,5,"Knockout","",17
"Liverpool","Young Boys",7,0,"Liverpool",1993.41796875,1498.67150879,1,"Knockout","",18
"Arsenal","Nice",4,6,"Nice",1993.3404541,1720.62438965,1,"Knockout","",18
"Paris SG","St Gillis",3,2,"Paris SG",1974.93762207,1730.55700684,1,"Knockout","",18
"Man City","Marseille",3,2,"Man City",1959.94421387,1756.52758789,1,"Knockout","",18
"Barcelona","Galatasaray",3,5,"Galatasaray",1945.43041992,1701.14611816,1,"Knockout","",18
"Real Madrid","Feyenoord",1,4,"Feyenoord",1936.12731934,1738.36352539,1,"Knockout","",18
"Inter","Villarreal",8,2,"Inter",1933.2421875,1785.54626465,1,"Knockout","",18
"Bayern","Karabakh Agdam",6,0,"Bayern",1918.99780273,1500.27087402,1,"Knockout","",18
"Newcastle","Brugge",5,4,"Newcastle",1868.55273438,1747.07775879,1,"Knockout","",18
"Atletico","Celtic",6,3,"Atletico",1855.34960938,1662.38671875,1,"Knockout","",18
"Leverkusen","Sporting",3,2,"Leverkusen",1848.78601074,1788.60021973,1,"Knockout","",18
"Atalanta","Dinamo Zagreb",4,0,"Atalanta",1842.22375488,1527.02502441,1,"Knockout","",18
"Napoli","Steaua",4,1,"Napoli",1838.37182617,1555.09423828,1,"Knockout","",18
"Dortmund","Stuttgart",1,3,"Stuttgart",1818.35009766,1719.31469727,1,"Knockout","",18
